train-seats number-passengers partition-boarding boarding-in-lines boarding-behaviour
 "lines" 200 101 1 "mixed" 
counter-boarding-inside counter-boarding-finished counter-alighting-outside counter-alighting-finished ticks
 22 26 5 13 28 
 22 27 5 13 29 
 23 26 5 13 28 
 25 29 5 13 31 
 23 26 5 13 28 
 27 30 5 13 32 
 23 27 5 13 29 
 21 26 5 13 28 
 27 31 5 13 33 
 21 26 5 13 28 
 23 26 5 13 28 
 26 29 5 13 31 
 23 31 5 13 33 
 21 24 5 13 26 
 24 28 5 13 30 
 22 27 5 13 29 
 20 28 5 13 30 
 20 27 5 13 29 
 19 25 4 12 27 
 22 26 5 13 28 
 20 26 5 13 28 
 21 25 5 13 27 
 23 27 5 13 29 
 25 29 5 13 31 
 20 25 5 13 27 
 24 28 5 13 30 
 21 26 5 13 28 
 22 27 5 13 29 
 21 26 5 13 28 
 21 25 5 13 27 
 23 30 5 13 32 
 25 30 5 13 32 
 21 29 5 13 31 
 22 25 5 13 27 
 23 26 5 13 28 
 21 25 5 13 27 
 20 25 5 13 27 
 23 27 5 13 29 
 22 28 5 13 30 
 25 28 5 13 30 
 22 28 5 13 30 
 24 29 5 13 31 
 20 24 5 13 26 
 20 26 5 13 28 
 22 26 5 13 28 
 23 28 5 13 30 
 21 25 5 13 27 
 24 28 5 13 30 
 23 28 5 13 30 
 22 28 5 13 30 
 22 26 5 13 28 
 22 27 5 13 29 
 20 28 5 13 30 
 23 31 5 13 33 
 20 25 5 13 27 
 21 27 5 13 29 
 22 25 5 13 27 
 19 27 5 13 29 
 21 25 5 13 27 
 22 26 5 13 28 
 19 24 5 13 26 
 23 27 5 13 29 
 22 26 5 13 28 
 20 27 5 13 29 
 20 25 5 13 27 
 24 27 5 13 29 
 24 29 5 13 31 
 21 28 5 13 30 
 19 26 5 13 28 
 21 28 5 13 30 
 19 26 5 13 28 
 22 25 5 13 27 
 22 30 5 13 32 
 20 25 5 13 27 
 22 26 5 13 28 
 20 27 5 13 29 
 24 28 5 13 30 
 23 27 5 13 29 
 22 26 5 13 28 
 25 30 5 13 32 
 23 28 5 13 30 
 20 24 5 13 26 
 20 26 5 13 28 
 21 26 4 12 28 
 22 29 5 13 31 
 23 32 5 13 34 
 22 26 5 13 28 
 21 27 5 13 29 
 20 29 5 13 31 
 20 25 5 13 27 
 21 26 5 13 28 
 22 26 5 13 28 
 24 27 5 13 29 
 23 27 5 13 29 
 23 28 5 13 30 
 21 25 5 13 27 
 22 28 5 13 30 
 20 24 5 13 26 
 22 25 5 13 27 
 26 30 5 13 32 
