train-seats number-passengers partition-boarding boarding-in-lines boarding-behaviour
 "lines" 200 101 0 "mixed" 
counter-boarding-inside counter-boarding-finished counter-alighting-outside counter-alighting-finished ticks
 25 32 5 13 34 
 24 27 5 13 29 
 20 28 5 13 30 
 22 26 5 13 28 
 22 26 5 13 28 
 24 27 5 13 29 
 24 32 5 13 34 
 20 27 5 13 29 
 21 26 5 13 28 
 26 31 5 13 33 
 21 27 3 11 29 
 22 26 5 13 28 
 23 28 5 13 30 
 23 30 5 13 32 
 22 30 5 13 32 
 25 29 5 13 31 
 22 29 5 13 31 
 28 30 5 13 32 
 24 27 5 13 29 
 20 28 5 13 30 
 21 26 5 13 28 
 20 24 5 13 26 
 22 27 5 13 29 
 22 29 5 13 31 
 25 31 5 13 33 
 27 29 5 13 31 
 24 29 5 13 31 
 20 29 5 13 31 
 26 34 5 13 36 
 20 25 5 13 27 
 23 26 5 13 28 
 23 27 5 13 29 
 21 25 5 13 27 
 26 31 5 13 33 
 21 25 5 13 27 
 20 25 5 13 27 
 23 29 5 13 31 
 25 27 5 13 29 
 26 32 5 13 34 
 25 28 5 13 30 
 23 28 5 13 30 
 24 28 5 13 30 
 21 28 5 13 30 
 24 30 5 13 32 
 23 27 5 13 29 
 21 24 5 13 26 
 19 22 5 13 24 
 19 25 5 13 27 
 18 25 5 13 27 
 21 25 5 13 27 
 27 29 5 13 31 
 22 29 5 13 31 
 23 30 5 13 32 
 19 28 5 13 30 
 22 26 5 13 28 
 23 31 5 13 33 
 22 29 5 13 31 
 21 27 5 13 29 
 23 28 5 13 30 
 22 25 5 13 27 
 18 23 5 13 25 
 25 32 5 13 34 
 22 26 5 13 28 
 19 27 4 12 29 
 19 23 4 12 25 
 20 26 5 13 28 
 23 27 5 13 29 
 24 28 5 13 30 
 19 27 5 13 29 
 27 30 5 13 32 
 24 26 5 13 28 
 26 31 5 13 33 
 24 30 5 13 32 
 24 30 5 13 32 
 19 26 5 13 28 
 24 31 5 13 33 
 20 24 5 13 26 
 21 26 5 13 28 
 19 26 5 13 28 
 25 30 5 13 32 
 23 28 5 13 30 
 22 29 5 13 31 
 21 27 5 13 29 
 29 32 5 13 34 
 24 28 5 13 30 
 19 25 5 13 27 
 22 26 5 13 28 
 22 31 4 12 33 
 22 28 5 13 30 
 21 28 5 13 30 
 21 25 5 13 27 
 22 27 5 13 29 
 21 25 5 13 27 
 23 30 5 13 32 
 22 28 5 13 30 
 20 26 4 12 28 
 23 27 5 13 29 
 20 24 5 13 26 
 19 26 5 13 28 
 22 28 5 13 30 
