train-seats number-passengers partition-boarding boarding-in-lines boarding-behaviour
 "lines" 100 50 1 "mixed" 
counter-boarding-inside counter-boarding-finished counter-alighting-outside counter-alighting-finished ticks
 15 22 5 13 24 
 16 22 5 13 24 
 18 25 5 13 27 
 20 27 5 13 29 
 13 20 4 12 22 
 18 24 5 13 26 
 14 22 5 13 24 
 14 20 5 13 22 
 17 24 5 13 26 
 15 20 5 13 22 
 15 21 5 13 23 
 18 25 5 13 27 
 15 21 5 13 23 
 16 22 5 13 24 
 17 24 5 13 26 
 15 21 5 13 23 
 13 22 5 13 24 
 14 21 5 13 23 
 15 21 5 13 23 
 14 20 5 13 22 
 19 23 5 13 25 
 18 23 5 13 25 
 16 25 5 13 27 
 16 21 5 13 23 
 14 20 5 13 22 
 15 24 5 13 26 
 18 24 4 12 26 
 15 22 5 13 24 
 13 19 5 13 21 
 18 24 5 13 26 
 15 21 5 13 23 
 14 20 5 13 22 
 14 20 5 13 22 
 15 23 5 13 25 
 15 23 5 13 25 
 19 24 5 13 26 
 13 20 5 13 22 
 16 23 5 13 25 
 16 22 5 13 24 
 15 21 5 13 23 
 17 22 5 13 24 
 17 23 5 13 25 
 20 25 5 13 27 
 17 24 5 13 26 
 15 21 5 13 23 
 18 25 5 13 27 
 14 20 5 13 22 
 14 20 5 13 22 
 15 21 5 13 23 
 17 23 5 13 25 
 19 25 5 13 27 
 16 22 5 13 24 
 17 21 5 13 23 
 17 23 5 13 25 
 15 21 5 13 23 
 16 22 5 13 24 
 16 26 5 13 28 
 14 22 5 13 24 
 14 20 5 13 22 
 16 23 5 13 25 
 17 23 5 13 25 
 16 22 5 13 24 
 16 22 5 13 24 
 16 21 5 13 23 
 18 24 5 13 26 
 13 20 5 13 22 
 15 24 5 13 26 
 15 20 5 13 22 
 15 21 5 13 23 
 16 22 5 13 24 
 18 24 5 13 26 
 14 21 5 13 23 
 14 23 5 13 25 
 17 23 5 13 25 
 15 22 5 13 24 
 17 24 5 13 26 
 21 26 5 13 28 
 15 20 5 13 22 
 17 22 5 13 24 
 14 20 5 13 22 
 16 23 5 13 25 
 17 23 5 13 25 
 16 24 5 13 26 
 16 21 5 13 23 
 15 22 5 13 24 
 14 22 5 13 24 
 18 24 5 13 26 
 16 21 5 13 23 
 16 21 5 13 23 
 15 21 5 13 23 
 15 22 5 13 24 
 16 22 5 13 24 
 14 21 5 13 23 
 17 24 5 13 26 
 20 27 5 13 29 
 14 21 5 13 23 
 17 23 5 13 25 
 14 20 5 13 22 
 15 23 5 13 25 
 15 20 5 13 22 
