train-seats number-passengers partition-boarding boarding-in-lines boarding-behaviour
 "lines" 50 25 1 "mixed" 
counter-boarding-inside counter-boarding-finished counter-alighting-outside counter-alighting-finished ticks
 15 20 5 13 22 
 11 18 5 13 20 
 14 21 5 13 23 
 13 19 5 13 21 
 14 20 5 13 22 
 12 19 5 13 21 
 11 18 5 13 20 
 12 19 5 13 21 
 13 20 5 13 22 
 13 21 5 13 23 
 14 20 5 13 22 
 12 17 5 13 19 
 15 22 5 13 24 
 12 19 5 13 21 
 10 17 5 13 19 
 12 20 5 13 22 
 13 21 5 13 23 
 13 20 5 13 22 
 14 21 5 13 23 
 12 18 5 13 20 
 16 24 5 13 26 
 13 20 5 13 22 
 15 22 5 13 24 
 12 19 5 13 21 
 10 16 3 11 18 
 11 18 5 13 20 
 15 20 5 13 22 
 12 18 5 13 20 
 14 21 5 13 23 
 13 19 5 13 21 
 13 20 5 13 22 
 11 19 5 13 21 
 12 19 5 13 21 
 13 20 5 13 22 
 15 22 5 13 24 
 18 25 5 13 27 
 11 17 5 13 19 
 13 20 5 13 22 
 14 20 5 13 22 
 13 20 5 13 22 
 18 24 5 13 26 
 16 23 5 13 25 
 11 18 5 13 20 
 11 18 5 13 20 
 13 20 5 13 22 
 11 17 5 13 19 
 11 18 5 13 20 
 15 22 5 13 24 
 12 19 5 13 21 
 10 17 5 13 19 
 14 22 5 13 24 
 13 20 5 13 22 
 15 22 5 13 24 
 12 20 5 13 22 
 12 18 4 12 20 
 16 23 5 13 25 
 15 22 5 13 24 
 11 18 5 13 20 
 13 20 5 13 22 
 11 17 5 13 19 
 10 16 5 13 18 
 13 22 5 13 24 
 13 21 5 13 23 
 12 19 5 13 21 
 13 19 5 13 21 
 12 19 5 13 21 
 13 19 5 13 21 
 12 19 5 13 21 
 12 19 5 13 21 
 13 23 5 13 25 
 11 18 5 13 20 
 13 21 5 13 23 
 12 20 5 13 22 
 16 22 5 13 24 
 12 19 5 13 21 
 14 19 5 13 21 
 13 19 5 13 21 
 12 19 5 13 21 
 16 23 5 13 25 
 14 20 5 13 22 
 14 20 5 13 22 
 15 22 5 13 24 
 15 21 5 13 23 
 11 18 5 13 20 
 12 19 5 13 21 
 13 20 5 13 22 
 11 20 5 13 22 
 14 21 5 13 23 
 12 20 5 13 22 
 13 19 5 13 21 
 14 21 5 13 23 
 13 20 5 13 22 
 15 22 5 13 24 
 15 21 5 13 23 
 13 19 5 13 21 
 17 23 5 13 25 
 12 19 5 13 21 
 12 19 5 13 21 
 14 20 5 13 22 
 12 22 5 13 24 
